Time,Sol,Earth,Jupiter,Mars,Mercury,Neptune,Pluto,Saturn,Uranus,Venus
2439126.5,JPLE DATA NOT AVAILABLE,9.315297165e-07,5.28698272e-07,3.355955072e-07,5.331726449e-07,2.645592376e-05,3.599742913e-06,8.365278048e-06,5.700349116e-08,3.42764162e-07
2439127.5,JPLE DATA NOT AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439128.5,JPLE DATA NOT AVAILABLE,9.315297165e-07,5.286982719e-07,3.355955073e-07,5.331726449e-07,2.645592376e-05,3.599742912e-06,8.365278048e-06,5.700349134e-08,3.42764162e-07
2439129.5,JPLE DATA NOT AVAILABLE,5.298820485e-06,2.11774715e-06,1.228076598e-06,4.400481386e-05,4.109788712e-07,6.184333698e-06,2.315461397e-05,1.703461828e-07,7.789545593e-06
2439130.5,JPLE DATA NOT AVAILABLE,1.492566743e-05,4.591231012e-06,3.695246391e-07,0.000130457158,5.917743039e-05,8.096563161e-07,2.909484608e-05,3.730808402e-07,2.349089339e-05
2439131.5,JPLE DATA NOT AVAILABLE,2.9018492e-05,2.681756596e-06,4.647919901e-06,0.0002579440053,7.490583488e-05,1.357958613e-05,2.127983719e-05,4.670367435e-07,4.687193485e-05
2439132.5,JPLE DATA NOT AVAILABLE,4.569561484e-05,6.164030293e-06,6.112207553e-06,0.000423760346,5.924391496e-05,2.830209111e-05,3.781783083e-05,3.188545209e-05,7.921886624e-05
2439133.5,JPLE DATA NOT AVAILABLE,6.65426415e-05,4.660023574e-06,1.14417619e-05,0.0006272326267,0.0001183878082,6.791952073e-05,4.19515621e-05,3.187384999e-05,0.0001191877604
2439134.5,JPLE DATA NOT AVAILABLE,8.965086681e-05,5.190202446e-06,1.531788674e-05,0.0008662820728,0.0001324216296,6.749548868e-05,4.686951931e-05,3.185843022e-05,0.000167759186
2439135.5,JPLE DATA NOT AVAILABLE,0.0001147497653,5.798757122e-06,2.243006995e-05,0.001139085514,0.000149888748,6.600762166e-05,4.972886768e-05,4.479711214e-05,0.000223658073
2439136.5,JPLE DATA NOT AVAILABLE,0.0001416001074,6.116818806e-06,2.757601687e-05,0.001443917539,0.0001325384191,6.751092039e-05,5.267097635e-05,4.47082879e-05,0.0002867554522
2439137.5,JPLE DATA NOT AVAILABLE,0.0001715178913,6.94249552e-06,3.525858983e-05,0.001779596468,0.0001910543074,7.415542554e-05,6.759247032e-05,4.460983274e-05,0.0003580688113
2439138.5,JPLE DATA NOT AVAILABLE,0.0002008932187,1.000957839e-05,4.511935523e-05,0.0021441294,0.0002070203243,8.477185297e-05,7.038811666e-05,4.450171704e-05,0.000437363064
2439139.5,JPLE DATA NOT AVAILABLE,0.0002326837986,1.170712852e-05,5.448126655e-05,0.002535939517,0.00019117001,9.325475176e-05,8.443911547e-05,4.438335625e-05,0.0005246069759
2439140.5,JPLE DATA NOT AVAILABLE,0.0002649401906,1.034238119e-05,6.296087601e-05,0.002954429647,0.0002499988175,9.506678926e-05,7.47244829e-05,4.425541567e-05,0.0006193996819
2439141.5,JPLE DATA NOT AVAILABLE,0.0002973738204,1.063197147e-05,7.508469893e-05,0.003397226894,0.0002651216803,9.277796412e-05,8.840114019e-05,4.411760387e-05,0.0007216825985
2439142.5,JPLE DATA NOT AVAILABLE,0.0003330428379,9.439590898e-06,8.567942612e-05,0.003863438271,0.0002819599225,9.288375708e-05,8.952867412e-05,4.396975332e-05,0.0008311133131
2439143.5,JPLE DATA NOT AVAILABLE,0.0003684341403,9.025195105e-06,9.928752104e-05,0.004353066249,0.0002653189508,9.964108061e-05,0.0001023249579,4.381182668e-05,0.0009486773389
2439144.5,JPLE DATA NOT AVAILABLE,0.0004050311304,9.575453391e-06,0.0001131287021,0.004864671733,0.0003237275757,0.0001156297425,0.000114882377,4.36428104e-05,0.001073005588
2439145.5,JPLE DATA NOT AVAILABLE,0.0004426656751,9.755438435e-06,0.0001269057381,0.005398665901,0.0003397714885,0.0001634746683,0.0001035551418,6.939262914e-05,0.001203691493
2439146.5,JPLE DATA NOT AVAILABLE,0.0004829786187,1.036285184e-05,0.0001426899389,0.005955527883,0.0003239168272,0.0001663525343,0.0001155718637,8.839570249e-05,0.001343032024
2439147.5,JPLE DATA NOT AVAILABLE,0.0005241687129,1.241319297e-05,0.0001577589334,0.006535569019,0.0003825880487,0.0001658234763,0.0001148745379,8.819666069e-05,0.001488193652
2439148.5,JPLE DATA NOT AVAILABLE,0.0005695685056,1.141207092e-05,0.00017418975,0.0071400435,0.0003980987269,0.0001651960636,0.0001261626062,8.798786678e-05,0.001640274837
2439149.5,JPLE DATA NOT AVAILABLE,0.0006173840558,1.680882053e-05,0.0001940541292,0.007770753037,0.0004147479625,0.0001672986324,0.0001371860418,8.776870348e-05,0.001800007002
2439150.5,JPLE DATA NOT AVAILABLE,0.0006675987954,1.495612998e-05,0.0002122111666,0.008430692004,0.0003983570789,0.0001764236153,0.0001360313504,8.754020916e-05,0.001966040392
2439151.5,JPLE DATA NOT AVAILABLE,0.0007217795311,1.575796872e-05,0.0002307906573,0.00912446964,0.0004567353573,0.0001876715473,0.0001463540358,8.730137834e-05,0.002139162605
2439152.5,JPLE DATA NOT AVAILABLE,0.0007798461872,1.630290151e-05,0.0002518033061,0.009855787421,0.0004728584205,0.000194844357,0.0001564037667,8.705249147e-05,0.002318106474
2439153.5,JPLE DATA NOT AVAILABLE,0.0008416811796,1.680002988e-05,0.0002725717679,0.01063083209,0.0004899209535,0.0002379805435,0.0001548013344,8.679499565e-05,0.00250471218
2439154.5,JPLE DATA NOT AVAILABLE,0.0009070654355,1.647003811e-05,0.0002951613683,0.01145727006,0.0005156144721,0.0002366614441,0.0001643083697,8.652845717e-05,0.002696601298
2439155.5,JPLE DATA NOT AVAILABLE,0.0009775353279,1.596788892e-05,0.000316896803,0.01234367199,0.000531341745,0.000194917666,0.0001611094583,0.0001105405785,0.002895691519
2439156.5,JPLE DATA NOT AVAILABLE,0.001051145312,1.486317789e-05,0.0003421689535,0.01329901659,0.0005479200482,0.0002033457978,0.0001698767505,0.000110216137,0.003101714326
2439157.5,JPLE DATA NOT AVAILABLE,0.001129340881,1.988827382e-05,0.000365932329,0.01433584107,0.0005316633744,0.0002568022604,0.0001782865929,0.0001098806469,0.003313466136
2439158.5,JPLE DATA NOT AVAILABLE,0.001210135643,1.88911332e-05,0.0003902530729,0.01546671815,0.0005900443076,0.0002662229482,0.0001863382074,0.0001095349698,0.003531757883
2439159.5,JPLE DATA NOT AVAILABLE,0.00129661241,1.875731731e-05,0.0004171893419,0.01670606498,0.0006062479672,0.0002698389982,0.0001940358853,0.000130159198,0.003757407342
2439160.5,JPLE DATA NOT AVAILABLE,0.001383390322,1.907203461e-05,0.0004440576863,0.01806942358,0.0006231897378,0.0002691263204,0.0002013920067,0.0001298327208,0.003989298266
2439161.5,JPLE DATA NOT AVAILABLE,0.001475220131,1.890406221e-05,0.0004705524491,0.01957416696,0.0006489694303,0.0002696615702,0.0002084220833,0.0001294964983,0.004228252143
2439162.5,JPLE DATA NOT AVAILABLE,0.001568462622,1.869517913e-05,0.0005011215672,0.02123853087,0.0006648476282,0.0002752392635,0.0002039846365,0.0001291512974,0.004474175082
2439163.5,JPLE DATA NOT AVAILABLE,0.001662851513,1.756405109e-05,0.000528313409,0.02308174592,0.0006814139606,0.0002859182011,0.0002103533252,0.0001287980768,0.004726989357
2439164.5,JPLE DATA NOT AVAILABLE,0.00175819712,1.667694397e-05,0.0005589692409,0.02512418264,0.0006652510126,0.0002971318344,0.0002164267344,0.0001519170242,0.004986687535
2439165.5,JPLE DATA NOT AVAILABLE,0.001854350486,2.314342322e-05,0.000590354876,0.02738677688,0.0007236463372,0.0003457320605,0.0002222105149,0.0001515048819,0.005254144079
2439166.5,JPLE DATA NOT AVAILABLE,0.001951169107,2.486348682e-05,0.0006222424296,0.02989118315,0.0007399234179,0.0003462387086,0.0002277051823,0.0001510830629,0.005529388461
2439167.5,JPLE DATA NOT AVAILABLE,0.00204858559,2.282679398e-05,0.0006543004045,0.03265940797,0.000756803092,0.0003457534929,0.0002329067331,0.0001506506391,0.005812484154
2439168.5,JPLE DATA NOT AVAILABLE,0.002146524314,2.341516253e-05,0.0006862352315,0.0357137831,0.0007826200828,0.0003060471634,0.0002378034118,0.000150207845,0.006103566666
2439169.5,JPLE DATA NOT AVAILABLE,0.002244926428,2.3948359e-05,0.0007200935103,0.03907646752,0.0007986268158,0.0003187381776,0.0002423922732,0.0001497535758,0.006403577522
2439170.5,JPLE DATA NOT AVAILABLE,0.002343782771,2.326200405e-05,0.0007555791506,0.04276989688,0.0008152160974,0.0003720640504,0.0002466623755,0.0001492900018,0.006711949914
2439171.5,JPLE DATA NOT AVAILABLE,0.002443061862,2.73479286e-05,0.0007924381614,0.04681571791,0.0007991225509,0.0003801798014,0.000250597486,0.000148817077,0.007030429891
2439172.5,JPLE DATA NOT AVAILABLE,0.002542742226,2.604563418e-05,0.0008279795671,0.05123477025,0.0008575303232,0.0003823708567,0.0002664754983,0.0001702895257,0.007359226433
2439173.5,JPLE DATA NOT AVAILABLE,0.002646035434,2.474655124e-05,0.0008643672945,0.05608106414,0.0008738719778,0.0003813666727,0.0002696220924,0.0001927932359,0.007697284886
2439174.5,JPLE DATA NOT AVAILABLE,0.002748117589,2.594204852e-05,0.0009012022669,0.06130646441,0.0008907266676,0.0003828855536,0.0002724212211,0.0001922967649,0.008047021619
2439175.5,JPLE DATA NOT AVAILABLE,0.002853773832,2.362741489e-05,0.0009405998215,0.06695811474,0.0009165637248,0.0003904629334,0.0002748856558,0.0001917906975,0.008408141685
2439176.5,JPLE DATA NOT AVAILABLE,0.002961370145,2.408870349e-05,0.0009799260192,0.0730493933,0.0009326894537,0.0004059213226,0.0002893708728,0.0001912738654,0.00878111246
2439177.5,JPLE DATA NOT AVAILABLE,0.003072458107,2.372332051e-05,0.001018912331,0.07958901653,0.0009493168781,0.000416107518,0.0002910828053,0.0001907454883,0.009166460337
2439178.5,JPLE DATA NOT AVAILABLE,0.003183884707,2.857262243e-05,0.00105959327,0.08658218584,0.0009332706013,0.000420665453,0.0002925061501,0.0001902084248,0.009565791555
2439179.5,JPLE DATA NOT AVAILABLE,0.003300226139,2.767599162e-05,0.001101779406,0.09402966166,0.0009916866845,0.0004201830335,0.0002936604499,0.0001896619838,0.009978623621
2439180.5,JPLE DATA NOT AVAILABLE,0.003418344351,2.676535101e-05,0.0009042860543,0.1019253421,0.001008093458,0.0004200230744,0.0003068716537,0.000189106892,0.01040611096
2439181.5,JPLE DATA NOT AVAILABLE,0.003541154293,2.972279306e-05,0.0009468045763,0.1102584362,0.001024954316,0.0004252975785,0.0003073930155,0.0002135148941,0.01084933643
2439182.5,JPLE DATA NOT AVAILABLE,0.003667010868,2.759146017e-05,0.0009921617139,0.1190113793,0.001050802589,0.0004410271508,0.0003191519426,0.0002129073683,0.01130892546
2439183.5,JPLE DATA NOT AVAILABLE,0.003795763913,3.507519029e-05,0.001035788359,0.1281600137,0.001067035719,0.0004948355602,0.0003312046546,0.0002324526608,0.01178556228
2439184.5,JPLE DATA NOT AVAILABLE,0.003928676178,3.155296137e-05,0.001081759434,0.1376752541,0.001083703636,0.0005018546223,0.00033098579,0.0002318658585,0.0122796705
2439185.5,JPLE DATA NOT AVAILABLE,0.004065493876,3.17776514e-05,0.001127706386,0.1475219358,0.001067688725,0.0005032470206,0.0003424930127,0.0002312682516,0.01279266502
2439186.5,JPLE DATA NOT AVAILABLE,0.004204522992,3.166463051e-05,0.001173400461,0.1576606371,0.001126117353,0.0005027438036,0.0003415833993,0.0002306607997,0.01332525726
2439187.5,JPLE DATA NOT AVAILABLE,0.004346913658,3.143529862e-05,0.001220664683,0.1680491042,0.00114259704,0.000505862568,0.0003403892126,0.0002300432754,0.01387799765
2439188.5,JPLE DATA NOT AVAILABLE,0.00449233967,3.058394045e-05,0.00126943048,0.1786435826,0.001159484492,0.0005150466607,0.000350816992,0.0002294174931,0.01445177294
2439189.5,JPLE DATA NOT AVAILABLE,0.00464049456,3.461637076e-05,0.001319354842,0.1893989478,0.001143308445,0.0005311443869,0.0003610070225,0.0002287816715,0.01504776061
2439190.5,JPLE DATA NOT AVAILABLE,0.004789743823,3.275264194e-05,0.001368122482,0.2002719542,0.001201658674,0.000540584478,0.0003585998103,0.0002523964544,0.01566660083
2439191.5,JPLE DATA NOT AVAILABLE,0.004939916728,3.371014456e-05,0.001417611154,0.2112218234,0.001218368355,0.000544209489,0.000368073777,0.0002517079676,0.0163092158
2439192.5,JPLE DATA NOT AVAILABLE,0.005092211825,3.019846496e-05,0.001467661249,0.2222099298,0.001202381354,0.0005439139061,0.0003649386669,0.0002510091875,0.01697635611
2439193.5,JPLE DATA NOT AVAILABLE,0.005245288574,3.034086028e-05,0.001520185647,0.2332029015,0.00126083154,0.0005452980649,0.0003850036366,0.0002503008016,0.01766891514
2439194.5,JPLE DATA NOT AVAILABLE,0.005397944489,3.07601591e-05,0.001572842367,0.2441716979,0.001277388322,0.0005568499141,0.0003813850601,0.0002705890026,0.0183877558
2439195.5,JPLE DATA NOT AVAILABLE,0.005552883671,3.628724776e-05,0.001625372751,0.2550906761,0.001294310207,0.0005682320616,0.0003893846803,0.0002699037266,0.01913368955
2439196.5,JPLE DATA NOT AVAILABLE,0.005707793422,3.544577001e-05,0.001677640788,0.2659402219,0.001278181243,0.0005796525329,0.0003971835548,0.0002692108252,0.01990752926
2439197.5,JPLE DATA NOT AVAILABLE,0.005862961207,3.423380621e-05,0.001731554009,0.2767049976,0.001336554832,0.0005859994531,0.0003926287815,0.0002685080279,0.02070995002
2439198.5,JPLE DATA NOT AVAILABLE,0.006019903933,3.716962635e-05,0.001786849772,0.2873729547,0.001353314321,0.0005869435225,0.0003998600792,0.0002915175054,0.02154200808
2439199.5,JPLE DATA NOT AVAILABLE,0.006178877799,3.423421362e-05,0.00184136395,0.297937006,0.001337358108,0.0005872830566,0.0004182019057,0.0002907604631,0.02240439399
2439200.5,JPLE DATA NOT AVAILABLE,0.006340173361,4.16963488e-05,0.001896883487,0.3083908032,0.00139583385,0.0005961197245,0.0004129102559,0.0002899945538,0.02329767478
2439201.5,JPLE DATA NOT AVAILABLE,0.006502939828,3.796807882e-05,0.001953278402,0.318734208,0.001412464552,0.0006064699152,0.0004191239482,0.0002892188059,0.02422254562
2439202.5,JPLE DATA NOT AVAILABLE,0.006668636186,3.862745191e-05,0.00201042407,0.3289662502,0.001429422,0.0006191566195,0.0004250591469,0.0002884306426,0.02517997749
2439203.5,JPLE DATA NOT AVAILABLE,0.006837530631,3.885370632e-05,0.002068028361,0.33908929,0.001413329796,0.0006712307778,0.0004306885666,0.0002876339212,0.02617070244
2439204.5,JPLE DATA NOT AVAILABLE,0.007010950801,3.84968849e-05,0.002125978986,0.3491082167,0.00147172995,0.0006745402586,0.0004359877878,0.0002868276825,0.02719511156
2439205.5,JPLE DATA NOT AVAILABLE,0.007188073274,4.280294877e-05,0.002186141055,0.3590266256,0.0014885489,0.0006785770529,0.0004521947001,0.0003077059264,0.02825382008
2439206.5,JPLE DATA NOT AVAILABLE,0.007369153903,4.061949115e-05,0.002244288072,0.3688508574,0.001472622784,0.0006376607068,0.000444777054,0.0003301966422,0.02934784917
2439207.5,JPLE DATA NOT AVAILABLE,0.00755443001,4.30763987e-05,0.002306329252,0.3785872814,0.001531121056,0.0006463882177,0.0004488689461,0.0003293708637,0.03047785082
2439208.5,JPLE DATA NOT AVAILABLE,0.007745981542,3.975333922e-05,0.002366056385,0.3882424849,0.001547819796,0.0006647458093,0.0004526377086,0.0003285396289,0.03164353582
2439209.5,JPLE DATA NOT AVAILABLE,0.007942008672,4.152673355e-05,0.002427400696,0.3978248274,0.001564816467,0.0007178800991,0.0004560971576,0.0003276995269,0.03284630309
2439210.5,JPLE DATA NOT AVAILABLE,0.008143530482,4.300016654e-05,0.0024900835,0.4073419166,0.001548760056,0.0007229553057,0.0004706686286,0.0003268490891,0.03408673633
2439211.5,JPLE DATA NOT AVAILABLE,0.008351409515,4.896268911e-05,0.002552091144,0.4167997229,0.001607191669,0.0007236124609,0.000473489703,0.0003259904022,0.03536487565
2439212.5,JPLE DATA NOT AVAILABLE,0.008564709023,4.869001806e-05,0.002615207071,0.4262070173,0.001624073882,0.0007250420227,0.0004760446849,0.0003251211606,0.03668112631
2439213.5,JPLE DATA NOT AVAILABLE,0.0087833519,4.76442309e-05,0.002679285516,0.4355718542,0.001608171793,0.0007363640269,0.0004898294454,0.0003242430782,0.03803644422
2439214.5,JPLE DATA NOT AVAILABLE,0.009007977257,4.574965893e-05,0.002742245273,0.4449009998,0.001625081345,0.0007477319303,0.0004917982935,0.000347693482,0.03943073642
2439215.5,JPLE DATA NOT AVAILABLE,0.009237605767,4.346616392e-05,0.002807846222,0.4542016085,0.001683453597,0.0007600788717,0.0004935007294,0.0003675274467,0.04086491103
2439216.5,JPLE DATA NOT AVAILABLE,0.009472750868,5.228786795e-05,0.002874066527,0.4634817492,0.001700498279,0.0007681106779,0.000494920701,0.0003666291713,0.04233936233
2439217.5,JPLE DATA NOT AVAILABLE,0.009712453608,4.857179774e-05,0.002940725752,0.4727474476,0.001684478671,0.0007706268567,0.0005075646912,0.000365721883,0.043854454
2439218.5,JPLE DATA NOT AVAILABLE,0.009956534941,5.041495024e-05,0.003005810182,0.4820062847,0.001742941578,0.000775467782,0.0005082926062,0.0003648065927,0.04540978625
2439219.5,JPLE DATA NOT AVAILABLE,0.01020546435,5.154716902e-05,0.003073073726,0.491264867,0.001759884983,0.0007796599867,0.0005086853754,0.0003638824622,0.04700691649
2439220.5,JPLE DATA NOT AVAILABLE,0.01045851739,5.18254166e-05,0.003142319419,0.5005291448,0.001744000506,0.0007957043956,0.0005320519512,0.0003629499656,0.04864480554
